<DATE>,<TIME>,<CLOSE>,<OPEN>,<HIGH>,<LOW>,<VOLUME>
2013-01-23,0,86.2,86.2,86.2,86.2,0.01K
2013-01-24,0,86.2,86.2,86.2,86.2,0.05K
2013-01-28,0,87.7,87.7,87.7,87.7,0.09K
2013-01-29,0,87.1,87.1,87.1,87.1,0.08K
2013-01-30,0,86.85,86.85,86.85,86.85,0.36K
2013-01-31,0,86.15,86.15,86.15,86.15,0.15K
2013-02-01,0,86.25,86.25,86.25,86.25,0.01K
2013-02-04,0,86.15,86.15,86.15,86.15,0.12K
2013-02-05,0,86.4,86.4,86.4,86.4,0.26K
2013-02-06,0,86.45,86.45,86.45,86.45,0.06K
2013-02-07,0,86.7,86.7,86.7,86.7,0.03K
2013-02-08,0,87.45,87.45,87.45,87.45,
2013-02-11,0,87.25,87.25,87.25,87.25,0.08K
2013-02-12,0,87.2,87.2,87.2,87.2,0.01K
2013-02-13,0,87.2,87.2,87.2,87.2,
2013-02-14,0,87.15,87.15,87.15,87.15,
2013-02-15,0,87.1,87.1,87.1,87.1,
2013-02-19,0,87.35,87.35,87.35,87.35,
2013-02-20,0,87.45,87.45,87.45,87.45,
2013-02-21,0,87.55,87.55,87.55,87.55,0.11K
2013-02-25,0,89.4,89.4,89.4,89.4,0.15K
2013-02-26,0,89.5,89.5,89.5,89.5,0.17K
2013-02-27,0,89.35,89.35,89.35,89.35,0.19K
2013-02-28,0,90.45,90.45,90.45,90.45,0.19K
2013-03-01,0,89.7,89.7,89.7,89.7,0.21K
2013-03-04,0,88.8,88.8,88.8,88.8,0.04K
2013-03-05,0,88.2,88.2,88.2,88.2,0.03K
2013-03-06,0,88.2,88.2,88.2,88.2,0.11K
2013-03-07,0,88.2,88.2,88.2,88.2,0.01K
2013-03-08,0,88.05,88.05,88.05,88.05,0.01K
2013-03-11,0,88.05,88.05,88.05,88.05,0.01K
2013-03-12,0,88.15,88.15,88.15,88.15,0.02K
2013-03-13,0,87.85,87.85,87.85,87.85,0.01K
2013-03-14,0,87.6,87.6,87.6,87.6,0.10K
2013-03-15,0,87.45,87.45,87.45,87.45,
2013-03-18,0,87.2,87.2,87.2,87.2,0.02K
2013-03-19,0,86.95,86.95,86.95,86.95,0.01K
2013-03-20,0,86.6,86.6,86.6,86.6,
2013-03-21,0,86.35,86.35,86.35,86.35,
2013-03-22,0,86.2,86.2,86.2,86.2,
2013-03-25,0,86.05,86.05,86.05,86.05,0.11K
2013-03-26,0,85.85,85.85,85.85,85.85,
2013-03-27,0,85.55,85.55,85.55,85.55,
2013-03-28,0,85.25,85.25,85.25,85.25,
2013-04-01,0,78.5,78.5,78.5,78.5,
2013-04-02,0,78.25,78.25,78.25,78.25,0.59K
2013-04-03,0,79.7,79.7,79.7,79.7,0.64K
2013-04-04,0,80.35,80.35,80.35,80.35,0.33K
2013-04-05,0,80.95,80.95,80.95,80.95,0.54K
2013-04-08,0,81.15,81.15,81.15,81.15,0.22K
2013-04-09,0,80.45,80.45,80.45,80.45,0.60K
2013-04-10,0,80.65,80.65,80.65,80.65,0.36K
2013-04-11,0,81.1,81.1,81.1,81.1,0.15K
2013-04-12,0,81.4,81.4,81.4,81.4,0.12K
2013-04-15,0,81.35,81.35,81.35,81.35,0.15K
2013-04-16,0,81.65,81.65,81.65,81.65,0.34K
2013-04-17,0,81.45,81.45,81.45,81.45,0.32K
2013-04-18,0,81.55,81.55,81.55,81.55,0.22K
2013-04-19,0,81.7,81.7,81.7,81.7,0.14K
2013-04-22,0,81.85,81.85,81.85,81.85,
2013-04-23,0,82.0,82.0,82.0,82.0,
2013-04-24,0,82.15,82.15,82.15,82.15,
2013-04-25,0,82.3,82.3,82.3,82.3,0.07K
2013-04-29,0,84.8,84.8,84.8,84.8,0.10K
2013-04-30,0,83.8,83.8,83.8,83.8,0.08K
2013-05-01,0,83.0,83.0,83.0,83.0,0.03K
2013-05-02,0,83.6,83.6,83.6,83.6,0.29K
2013-05-03,0,83.9,83.9,83.9,83.9,0.05K
2013-05-06,0,83.9,83.9,83.9,83.9,
2013-05-07,0,83.75,83.75,83.75,83.75,0.02K
2013-05-08,0,83.75,83.75,83.75,83.75,0.09K
2013-05-09,0,83.7,83.7,83.7,83.7,0.03K
2013-05-10,0,83.3,83.3,83.3,83.3,0.03K
2013-05-13,0,82.9,82.9,82.9,82.9,
2013-05-14,0,83.1,83.1,83.1,83.1,
2013-05-15,0,83.0,83.0,83.0,83.0,
2013-05-16,0,82.7,82.7,82.7,82.7,0.06K
2013-05-17,0,82.5,82.5,82.5,82.5,
2013-05-20,0,82.55,82.55,82.55,82.55,0.01K
2013-05-21,0,82.5,82.5,82.5,82.5,
2013-05-22,0,82.45,82.45,82.45,82.45,0.01K
2013-05-23,0,82.4,82.4,82.4,82.4,
2013-05-24,0,82.35,82.35,82.35,82.35,
2013-05-28,0,82.3,82.3,82.3,82.3,
2013-05-29,0,82.2,82.2,82.2,82.2,
2013-05-30,0,82.15,82.15,82.15,82.15,
2013-06-03,0,78.4,78.4,78.4,78.4,0.07K
2013-06-04,0,77.7,77.7,77.7,77.7,0.12K
2013-06-05,0,77.65,77.65,77.65,77.65,0.20K
2013-06-06,0,77.4,77.4,77.4,77.4,0.10K
2013-06-07,0,77.1,77.1,77.1,77.1,0.08K
2013-06-10,0,76.35,76.35,76.35,76.35,0.22K
2013-06-11,0,75.5,75.5,75.5,75.5,0.04K
2013-06-12,0,75.2,75.2,75.2,75.2,0.05K
2013-06-13,0,74.3,74.3,74.3,74.3,0.02K
2013-06-14,0,74.35,74.35,74.35,74.35,
2013-06-17,0,74.15,74.15,74.15,74.15,0.05K
2013-06-18,0,74.3,74.3,74.3,74.3,
2013-06-19,0,74.45,74.45,74.45,74.45,
2013-06-20,0,74.65,74.65,74.65,74.65,0.01K
2013-06-21,0,74.45,74.45,74.45,74.45,0.01K
2013-06-24,0,74.4,74.4,74.4,74.4,0.04K
2013-06-25,0,74.45,74.45,74.45,74.45,
2013-06-26,0,74.4,74.4,74.4,74.4,
2013-06-27,0,74.5,74.5,74.5,74.5,0.01K
2013-06-28,0,74.5,74.5,74.5,74.5,
2013-07-01,0,73.6,73.6,73.6,73.6,0.19K
2013-07-02,0,73.55,73.55,73.55,73.55,0.32K
2013-07-03,0,73.8,73.8,73.8,73.8,0.30K
2013-07-05,0,74.4,74.4,74.4,74.4,0.11K
2013-07-08,0,74.25,74.25,74.25,74.25,0.43K
2013-07-09,0,74.3,74.3,74.3,74.3,0.13K
2013-07-10,0,74.25,74.25,74.25,74.25,0.05K
2013-07-11,0,74.25,74.25,74.25,74.25,0.11K
2013-07-12,0,74.15,74.15,74.15,74.15,0.04K
2013-07-15,0,74.3,74.3,74.3,74.3,0.01K
2013-07-16,0,74.4,74.4,74.4,74.4,0.01K
2013-07-17,0,74.45,74.45,74.45,74.45,0.05K
2013-07-18,0,74.45,74.45,74.45,74.45,0.03K
2013-07-19,0,74.4,74.4,74.4,74.4,
2013-07-22,0,74.45,74.45,74.45,74.45,
2013-07-23,0,74.55,74.55,74.55,74.55,
2013-07-24,0,74.7,74.7,74.7,74.7,0.02K
2013-07-25,0,74.8,74.8,74.8,74.8,0.01K
2013-07-26,0,74.95,74.95,74.95,74.95,0.02K
2013-07-29,0,77.6,77.6,77.6,77.6,0.05K
2013-07-30,0,77.5,77.5,77.5,77.5,0.11K
2013-07-31,0,76.55,76.55,76.55,76.55,
2013-08-01,0,76.2,76.2,76.2,76.2,0.06K
2013-08-02,0,75.8,75.8,75.8,75.8,0.06K
2013-08-05,0,75.4,75.4,75.4,75.4,0.02K
2013-08-06,0,75.4,75.4,75.4,75.4,0.04K
2013-08-07,0,75.3,75.3,75.3,75.3,
2013-08-08,0,75.35,75.35,75.35,75.35,0.04K
2013-08-09,0,75.5,75.5,75.5,75.5,0.08K
2013-08-12,0,75.6,75.6,75.6,75.6,
2013-08-13,0,75.45,75.45,75.45,75.45,0.01K
2013-08-14,0,75.6,75.6,75.6,75.6,0.01K
2013-08-15,0,75.5,75.5,75.5,75.5,0.02K
2013-08-16,0,75.55,75.55,75.55,75.55,0.01K
2013-08-19,0,75.55,75.55,75.55,75.55,
2013-08-20,0,75.5,75.5,75.5,75.5,0.01K
2013-08-21,0,75.55,75.55,75.55,75.55,0.01K
2013-08-22,0,75.6,75.6,75.6,75.6,
2013-08-23,0,75.6,75.6,75.6,75.6,
2013-08-26,0,75.6,75.6,75.6,75.6,
2013-08-27,0,75.65,75.65,75.65,75.65,
2013-08-28,0,75.65,75.65,75.65,75.65,
2013-08-29,0,75.65,75.65,75.65,75.65,
2013-08-30,0,75.7,75.7,75.7,75.7,
2013-09-03,0,76.5,76.5,76.5,76.5,0.16K
2013-09-04,0,76.35,76.35,76.35,76.35,0.09K
2013-09-05,0,76.7,76.7,76.7,76.7,0.12K
2013-09-06,0,76.15,76.15,76.15,76.15,0.03K
2013-09-09,0,76.3,76.3,76.3,76.3,0.09K
2013-09-10,0,76.15,76.15,76.15,76.15,0.07K
2013-09-11,0,76.3,76.3,76.3,76.3,0.09K
2013-09-12,0,76.45,76.45,76.45,76.45,0.08K
2013-09-13,0,76.65,76.65,76.65,76.65,0.12K
2013-09-16,0,76.6,76.6,76.6,76.6,0.06K
2013-09-17,0,77.0,77.0,77.0,77.0,0.08K
2013-09-18,0,77.25,77.25,77.25,77.25,
2013-09-19,0,77.3,77.3,77.3,77.3,0.02K
2013-09-20,0,77.35,77.35,77.35,77.35,0.03K
2013-09-23,0,77.6,77.6,77.6,77.6,
2013-09-24,0,77.8,77.8,77.8,77.8,
2013-09-25,0,77.9,77.9,77.9,77.9,
2013-09-26,0,78.1,78.1,78.1,78.1,
2013-09-27,0,78.25,78.25,78.25,78.25,
2013-09-30,0,82.5,82.5,82.5,82.5,0.07K
2013-10-01,0,81.55,81.55,81.55,81.55,0.34K
2013-10-02,0,82.35,82.35,82.35,82.35,0.16K
2013-10-03,0,82.6,82.6,82.6,82.6,0.08K
2013-10-04,0,82.9,82.9,82.9,82.9,0.07K
2013-10-07,0,83.15,83.15,83.15,83.15,0.11K
2013-10-08,0,82.75,82.75,82.75,82.75,0.15K
2013-10-09,0,82.7,82.7,82.7,82.7,0.01K
2013-10-10,0,82.6,82.6,82.6,82.6,0.04K
2013-10-11,0,82.4,82.4,82.4,82.4,0.05K
2013-10-14,0,82.5,82.5,82.5,82.5,0.01K
2013-10-15,0,82.45,82.45,82.45,82.45,
2013-10-16,0,82.85,82.85,82.85,82.85,0.01K
2013-10-17,0,83.4,83.4,83.4,83.4,
2013-10-18,0,83.85,83.85,83.85,83.85,
2013-10-21,0,83.55,83.55,83.55,83.55,
2013-10-22,0,83.65,83.65,83.65,83.65,
2013-10-23,0,83.9,83.9,83.9,83.9,
2013-10-24,0,83.95,83.95,83.95,83.95,
2013-10-25,0,84.0,84.0,84.0,84.0,
2013-10-28,0,86.25,86.25,86.25,86.25,0.04K
2013-10-29,0,86.25,86.25,86.25,86.25,0.16K
2013-10-30,0,85.85,85.85,85.85,85.85,0.02K
2013-10-31,0,83.3,83.3,83.3,83.3,0.03K
2013-11-01,0,83.1,83.1,83.1,83.1,0.03K
2013-11-04,0,82.95,82.95,82.95,82.95,0.01K
2013-11-05,0,83.2,83.2,83.2,83.2,0.03K
2013-11-06,0,83.9,83.9,83.9,83.9,0.14K
2013-11-07,0,84.4,84.4,84.4,84.4,
2013-11-08,0,84.15,84.15,84.15,84.15,0.01K
2013-11-11,0,84.1,84.1,84.1,84.1,0.02K
2013-11-12,0,83.3,83.3,83.3,83.3,0.03K
2013-11-13,0,83.1,83.1,83.1,83.1,0.02K
2013-11-14,0,83.35,83.35,83.35,83.35,
2013-11-15,0,83.5,83.5,83.5,83.5,
2013-11-18,0,83.6,83.6,83.6,83.6,0.11K
2013-11-19,0,83.8,83.8,83.8,83.8,0.03K
2013-11-20,0,84.5,84.5,84.5,84.5,
2013-11-21,0,84.45,84.45,84.45,84.45,
2013-11-22,0,84.45,84.45,84.45,84.45,
2013-11-25,0,84.5,84.5,84.5,84.5,
2013-11-26,0,84.6,84.6,84.6,84.6,
2013-11-27,0,84.4,84.4,84.4,84.4,
2013-11-29,0,84.6,84.6,84.6,84.6,
2013-12-02,0,82.2,82.2,82.2,82.2,0.20K
2013-12-03,0,82.2,82.2,82.2,82.2,0.05K
2013-12-04,0,81.9,81.9,81.9,81.9,0.01K
2013-12-05,0,83.05,83.05,83.05,83.05,0.15K
2013-12-06,0,83.45,83.45,83.45,83.45,0.01K
2013-12-09,0,84.1,84.1,84.1,84.1,0.07K
2013-12-10,0,84.55,84.55,84.55,84.55,0.04K
2013-12-11,0,85.15,85.15,85.15,85.15,0.27K
2013-12-12,0,85.8,85.8,85.8,85.8,
2013-12-13,0,85.8,85.8,85.8,85.8,0.01K
2013-12-16,0,85.55,85.55,85.55,85.55,0.10K
2013-12-17,0,85.25,85.25,85.25,85.25,
2013-12-18,0,85.25,85.25,85.25,85.25,0.12K
2013-12-19,0,85.1,85.1,85.1,85.1,
2013-12-20,0,85.0,85.0,85.0,85.0,
2013-12-23,0,85.05,85.05,85.05,85.05,
2013-12-24,0,85.05,85.05,85.05,85.05,
2013-12-26,0,85.05,85.05,85.05,85.05,
2013-12-27,0,84.65,84.65,84.65,84.65,
2013-12-30,0,81.7,81.7,81.7,81.7,0.04K
2013-12-31,0,81.7,81.7,81.7,81.7,0.02K
2014-01-02,0,81.0,81.0,81.0,81.0,0.09K
2014-01-03,0,79.65,79.65,79.65,79.65,0.13K
2014-01-06,0,79.9,79.9,79.9,79.9,0.33K
2014-01-07,0,79.7,79.7,79.7,79.7,0.39K
2014-01-08,0,82.35,82.35,82.35,82.35,0.60K
2014-01-09,0,83.95,83.95,83.95,83.95,1.11K
2014-01-10,0,83.5,83.5,83.5,83.5,0.55K
2014-01-13,0,83.95,83.95,83.95,83.95,0.28K
2014-01-14,0,83.8,83.8,83.8,83.8,0.07K
2014-01-15,0,84.4,84.4,84.4,84.4,0.47K
2014-01-16,0,84.5,84.5,84.5,84.5,0.26K
2014-01-17,0,84.45,84.45,84.45,84.45,0.05K
2014-01-21,0,83.75,83.75,83.75,83.75,0.12K
2014-01-22,0,83.4,83.4,83.4,83.4,0.04K
2014-01-23,0,83.25,83.25,83.25,83.25,0.10K
2014-01-24,0,83.3,83.3,83.3,83.3,0.01K
2014-01-27,0,83.3,83.3,83.3,83.3,0.02K
2014-01-28,0,83.2,83.2,83.2,83.2,0.05K
2014-01-29,0,83.35,83.35,83.35,83.35,0.02K
2014-01-30,0,83.3,83.3,83.3,83.3,0.01K
2014-01-31,0,83.15,83.15,83.15,83.15,0.01K
2014-02-03,0,79.55,79.55,79.55,79.55,0.15K
2014-02-04,0,79.45,79.45,79.45,79.45,0.22K
2014-02-05,0,80.35,80.35,80.35,80.35,0.12K
2014-02-06,0,80.15,80.15,80.15,80.15,0.08K
2014-02-07,0,79.55,79.55,79.55,79.55,0.07K
2014-02-10,0,79.05,79.05,79.05,79.05,
2014-02-11,0,79.3,79.3,79.3,79.3,0.03K
2014-02-12,0,79.3,79.3,79.3,79.3,0.04K
2014-02-13,0,79.2,79.2,79.2,79.2,0.02K
2014-02-14,0,79.35,79.35,79.35,79.35,0.01K
2014-02-18,0,78.3,78.3,78.3,78.3,0.08K
2014-02-19,0,77.8,77.8,77.8,77.8,0.17K
2014-02-20,0,77.4,77.4,77.4,77.4,
2014-02-21,0,77.4,77.4,77.4,77.4,
2014-02-24,0,77.15,77.15,77.15,77.15,0.02K
2014-02-25,0,77.1,77.1,77.1,77.1,0.01K
2014-02-26,0,77.1,77.1,77.1,77.1,
2014-02-27,0,77.1,77.1,77.1,77.1,
2014-02-28,0,77.2,77.2,77.2,77.2,
2014-03-03,0,74.0,74.0,74.0,74.0,0.31K
2014-03-04,0,73.3,73.3,73.3,73.3,0.10K
2014-03-05,0,73.15,73.15,73.15,73.15,0.42K
2014-03-06,0,73.75,73.75,73.75,73.75,0.07K
2014-03-07,0,73.65,73.65,73.65,73.65,0.08K
2014-03-10,0,73.65,73.65,73.65,73.65,0.27K
2014-03-11,0,74.7,74.7,74.7,74.7,0.26K
2014-03-12,0,75.35,75.35,75.35,75.35,0.35K
2014-03-13,0,75.5,75.5,75.5,75.5,0.23K
2014-03-14,0,75.75,75.75,75.75,75.75,0.05K
2014-03-17,0,75.9,75.9,75.9,75.9,0.01K
2014-03-18,0,75.7,75.7,75.7,75.7,0.04K
2014-03-19,0,75.4,75.4,75.4,75.4,0.05K
2014-03-20,0,75.15,75.15,75.15,75.15,0.06K
2014-03-21,0,75.4,75.4,75.4,75.4,0.04K
2014-03-24,0,75.3,75.3,75.3,75.3,
2014-03-25,0,75.15,75.15,75.15,75.15,
2014-03-26,0,75.2,75.2,75.2,75.2,
2014-03-27,0,75.15,75.15,75.15,75.15,
2014-03-28,0,75.15,75.15,75.15,75.15,
2014-03-31,0,77.5,77.5,77.5,77.5,0.34K
2014-04-01,0,76.9,76.9,76.9,76.9,0.61K
2014-04-02,0,76.25,76.25,76.25,76.25,0.74K
2014-04-03,0,76.55,76.55,76.55,76.55,0.64K
2014-04-04,0,76.25,76.25,76.25,76.25,0.17K
2014-04-07,0,76.65,76.65,76.65,76.65,0.15K
2014-04-08,0,75.95,75.95,75.95,75.95,0.58K
2014-04-09,0,76.15,76.15,76.15,76.15,0.04K
2014-04-10,0,76.65,76.65,76.65,76.65,0.03K
2014-04-11,0,76.7,76.7,76.7,76.7,0.11K
2014-04-14,0,77.1,77.1,77.1,77.1,0.10K
2014-04-15,0,77.4,77.4,77.4,77.4,0.05K
2014-04-16,0,77.4,77.4,77.4,77.4,0.27K
2014-04-17,0,77.0,77.0,77.0,77.0,0.08K
2014-04-21,0,77.0,77.0,77.0,77.0,
2014-04-22,0,76.7,76.7,76.7,76.7,0.33K
2014-04-23,0,76.8,76.8,76.8,76.8,0.08K
2014-04-24,0,76.8,76.8,76.8,76.8,0.07K
2014-04-25,0,76.85,76.85,76.85,76.85,
2014-04-28,0,76.75,76.75,76.75,76.75,0.57K
2014-04-29,0,76.2,76.2,76.2,76.2,0.11K
2014-04-30,0,75.0,75.0,75.0,75.0,0.35K
2014-05-01,0,74.9,74.9,74.9,74.9,0.29K
2014-05-02,0,74.9,74.9,74.9,74.9,0.29K
2014-05-05,0,74.9,74.9,74.9,74.9,
2014-05-06,0,75.15,75.15,75.15,75.15,0.26K
2014-05-07,0,74.85,74.85,74.85,74.85,0.41K
2014-05-08,0,75.15,75.15,75.15,75.15,0.16K
2014-05-09,0,75.15,75.15,75.15,75.15,0.16K
2014-05-12,0,75.1,75.1,75.1,75.1,0.04K
2014-05-13,0,75.1,75.1,75.1,75.1,0.23K
2014-05-14,0,75.25,75.25,75.25,75.25,0.24K
2014-05-15,0,75.3,75.3,75.3,75.3,0.21K
2014-05-16,0,75.25,75.25,75.25,75.25,0.14K
2014-05-19,0,75.05,75.05,75.05,75.05,0.08K
2014-05-20,0,74.95,74.95,74.95,74.95,0.01K
2014-05-21,0,75.05,75.05,75.05,75.05,0.09K
2014-05-22,0,75.0,75.0,75.0,75.0,0.10K
2014-05-23,0,74.95,74.95,74.95,74.95,0.02K
2014-05-27,0,74.85,74.85,74.85,74.85,0.06K
2014-05-28,0,74.8,74.8,74.8,74.8,0.03K
2014-05-29,0,74.85,74.85,74.85,74.85,
2014-05-30,0,74.85,74.85,74.85,74.85,
2014-06-02,0,74.1,74.1,74.1,74.1,0.08K
2014-06-03,0,74.05,74.05,74.05,74.05,0.18K
2014-06-04,0,73.75,73.75,73.75,73.75,0.14K
2014-06-05,0,73.05,73.05,73.05,73.05,0.01K
2014-06-06,0,72.7,72.7,72.7,72.7,0.12K
2014-06-09,0,72.7,72.7,72.7,72.7,0.11K
2014-06-10,0,72.7,72.7,72.7,72.7,0.12K
2014-06-11,0,72.55,72.55,72.55,72.55,0.02K
2014-06-12,0,72.55,72.55,72.55,72.55,0.04K
2014-06-13,0,72.9,72.9,72.9,72.9,0.03K
2014-06-16,0,73.0,73.0,73.0,73.0,
2014-06-17,0,72.8,72.8,72.8,72.8,
2014-06-18,0,72.55,72.55,72.55,72.55,0.16K
2014-06-19,0,72.6,72.6,72.6,72.6,0.01K
2014-06-20,0,72.45,72.45,72.45,72.45,0.06K
2014-06-23,0,72.3,72.3,72.3,72.3,0.03K
2014-06-24,0,72.25,72.25,72.25,72.25,0.03K
2014-06-25,0,72.4,72.4,72.4,72.4,0.02K
2014-06-26,0,72.35,72.35,72.35,72.35,0.02K
2014-06-27,0,72.3,72.3,72.3,72.3,
2014-06-30,0,73.25,73.25,73.25,73.25,0.37K
2014-07-01,0,73.4,73.4,73.4,73.4,0.54K
2014-07-02,0,73.2,73.2,73.2,73.2,0.59K
2014-07-03,0,72.85,72.85,72.85,72.85,0.23K
2014-07-07,0,72.9,72.9,72.9,72.9,0.35K
2014-07-08,0,72.8,72.8,72.8,72.8,0.26K
2014-07-09,0,72.45,72.45,72.45,72.45,0.23K
2014-07-10,0,72.4,72.4,72.4,72.4,0.04K
2014-07-11,0,72.45,72.45,72.45,72.45,0.17K
2014-07-14,0,72.8,72.8,72.8,72.8,0.32K
2014-07-15,0,72.9,72.9,72.9,72.9,0.26K
2014-07-16,0,72.9,72.9,72.9,72.9,0.18K
2014-07-17,0,73.0,73.0,73.0,73.0,0.87K
2014-07-18,0,72.95,72.95,72.95,72.95,0.34K
2014-07-21,0,73.1,73.1,73.1,73.1,0.41K
2014-07-22,0,73.25,73.25,73.25,73.25,0.13K
2014-07-23,0,73.45,73.45,73.45,73.45,0.04K
2014-07-24,0,73.5,73.5,73.5,73.5,0.02K
2014-07-25,0,73.35,73.35,73.35,73.35,0.12K
2014-07-28,0,78.55,78.55,78.55,78.55,0.38K
2014-07-29,0,77.4,77.4,77.4,77.4,0.50K
2014-07-30,0,76.5,76.5,76.5,76.5,0.44K
2014-07-31,0,76.35,76.35,76.35,76.35,0.37K
2014-08-01,0,76.35,76.35,76.35,76.35,0.33K
2014-08-04,0,76.5,76.5,76.5,76.5,0.16K
2014-08-05,0,76.95,76.95,76.95,76.95,0.05K
2014-08-06,0,77.05,77.05,77.05,77.05,0.11K
2014-08-07,0,77.8,77.8,77.8,77.8,0.05K
2014-08-08,0,78.0,78.0,78.0,78.0,0.03K
2014-08-11,0,77.6,77.6,77.6,77.6,0.08K
2014-08-12,0,77.4,77.4,77.4,77.4,
2014-08-13,0,77.45,77.45,77.45,77.45,0.08K
2014-08-14,0,77.0,77.0,77.0,77.0,0.09K
2014-08-15,0,77.0,77.0,77.0,77.0,0.01K
2014-08-18,0,76.85,76.85,76.85,76.85,0.02K
2014-08-19,0,76.85,76.85,76.85,76.85,0.03K
2014-08-20,0,76.9,76.9,76.9,76.9,0.07K
2014-08-21,0,77.0,77.0,77.0,77.0,0.01K
2014-08-22,0,77.0,77.0,77.0,77.0,0.29K
2014-08-25,0,77.0,77.0,77.0,77.0,
2014-08-26,0,77.05,77.05,77.05,77.05,
2014-08-27,0,77.0,77.0,77.0,77.0,0.01K
2014-08-28,0,77.0,77.0,77.0,77.0,0.02K
2014-08-29,0,77.0,77.0,77.0,77.0,
2014-09-02,0,76.55,76.55,76.55,76.55,0.33K
2014-09-03,0,76.15,76.15,76.15,76.15,0.06K
2014-09-04,0,75.7,75.7,75.7,75.7,0.10K
2014-09-05,0,75.3,75.3,75.3,75.3,0.04K
2014-09-08,0,75.85,75.85,75.85,75.85,0.09K
2014-09-09,0,75.2,75.2,75.2,75.2,0.08K
2014-09-10,0,75.4,75.4,75.4,75.4,
2014-09-11,0,75.5,75.5,75.5,75.5,0.04K
2014-09-12,0,75.75,75.75,75.75,75.75,0.12K
2014-09-15,0,75.6,75.6,75.6,75.6,0.12K
2014-09-16,0,75.3,75.3,75.3,75.3,0.05K
2014-09-17,0,75.2,75.2,75.2,75.2,0.01K
2014-09-18,0,75.15,75.15,75.15,75.15,0.05K
2014-09-19,0,75.15,75.15,75.15,75.15,0.32K
2014-09-22,0,75.1,75.1,75.1,75.1,0.07K
2014-09-23,0,75.0,75.0,75.0,75.0,0.03K
2014-09-24,0,75.0,75.0,75.0,75.0,0.18K
2014-09-25,0,75.0,75.0,75.0,75.0,0.02K
2014-09-26,0,75.1,75.1,75.1,75.1,
2014-09-29,0,72.15,72.15,72.15,72.15,0.15K
2014-09-30,0,72.25,72.25,72.25,72.25,0.53K
2014-10-01,0,72.65,72.65,72.65,72.65,0.48K
2014-10-02,0,73.25,73.25,73.25,73.25,0.25K
2014-10-03,0,72.4,72.4,72.4,72.4,0.58K
2014-10-06,0,72.15,72.15,72.15,72.15,0.18K
2014-10-07,0,72.35,72.35,72.35,72.35,0.30K
2014-10-08,0,72.7,72.7,72.7,72.7,0.39K
2014-10-09,0,72.45,72.45,72.45,72.45,0.16K
2014-10-10,0,72.4,72.4,72.4,72.4,0.17K
2014-10-13,0,72.25,72.25,72.25,72.25,0.10K
2014-10-14,0,72.05,72.05,72.05,72.05,0.04K
2014-10-15,0,72.15,72.15,72.15,72.15,0.25K
2014-10-16,0,72.0,72.0,72.0,72.0,0.07K
2014-10-17,0,71.9,71.9,71.9,71.9,0.03K
2014-10-20,0,72.0,72.0,72.0,72.0,0.06K
2014-10-21,0,72.25,72.25,72.25,72.25,0.12K
2014-10-22,0,72.8,72.8,72.8,72.8,0.13K
2014-10-23,0,72.85,72.85,72.85,72.85,
2014-10-24,0,72.85,72.85,72.85,72.85,
2014-10-27,0,72.85,72.85,72.85,72.85,
2014-10-28,0,72.85,72.85,72.85,72.85,
2014-10-29,0,72.85,72.85,72.85,72.85,0.01K
2014-10-30,0,72.85,72.85,72.85,72.85,
2014-10-31,0,72.9,72.9,72.9,72.9,
2014-11-03,0,71.95,71.95,71.95,71.95,0.29K
2014-11-04,0,71.55,71.55,71.55,71.55,0.33K
2014-11-05,0,71.55,71.55,71.55,71.55,0.15K
2014-11-06,0,71.2,71.2,71.2,71.2,0.03K
2014-11-07,0,72.0,72.0,72.0,72.0,0.21K
2014-11-10,0,73.0,73.0,73.0,73.0,0.03K
2014-11-11,0,73.65,73.65,73.65,73.65,0.11K
2014-11-12,0,73.4,73.4,73.4,73.4,0.24K
2014-11-13,0,73.75,73.75,73.75,73.75,0.12K
2014-11-14,0,73.55,73.55,73.55,73.55,0.08K
2014-11-17,0,73.9,73.9,73.9,73.9,
2014-11-18,0,74.1,74.1,74.1,74.1,
2014-11-19,0,74.05,74.05,74.05,74.05,0.06K
2014-11-20,0,73.95,73.95,73.95,73.95,
2014-11-21,0,74.0,74.0,74.0,74.0,0.02K
2014-11-24,0,74.0,74.0,74.0,74.0,
2014-11-25,0,74.1,74.1,74.1,74.1,
2014-11-26,0,74.1,74.1,74.1,74.1,
2014-11-28,0,74.15,74.15,74.15,74.15,
2014-12-01,0,73.15,73.15,73.15,73.15,0.27K
2014-12-02,0,72.55,72.55,72.55,72.55,0.18K
2014-12-03,0,72.15,72.15,72.15,72.15,0.09K
2014-12-04,0,72.1,72.1,72.1,72.1,0.26K
2014-12-05,0,71.95,71.95,71.95,71.95,0.01K
2014-12-08,0,71.65,71.65,71.65,71.65,0.01K
2014-12-09,0,71.8,71.8,71.8,71.8,0.06K
2014-12-10,0,71.65,71.65,71.65,71.65,0.16K
2014-12-11,0,71.85,71.85,71.85,71.85,0.02K
2014-12-12,0,71.6,71.6,71.6,71.6,0.13K
2014-12-15,0,71.55,71.55,71.55,71.55,0.09K
2014-12-16,0,71.3,71.3,71.3,71.3,0.28K
2014-12-17,0,71.25,71.25,71.25,71.25,0.22K
2014-12-18,0,71.25,71.25,71.25,71.25,0.05K
2014-12-19,0,71.2,71.2,71.2,71.2,
2014-12-22,0,71.3,71.3,71.3,71.3,
2014-12-23,0,71.2,71.2,71.2,71.2,
